,pdb,time
0,3hl5,3.1415510177612305
1,2qd9,5.818387985229492
2,1sj0,5.727128028869629
3,3eml,41.57086110115051
4,2i78,13.8074369430542
5,1vso,5.8938210010528564
6,1njs,5.672814130783081
